Request ID,Booking ID,Room ID,Room_Number,Room_Type,Request_Type,Capacity,Occupants,Client,Menu_ID,Menu_Name,orders,Time,Days,Room_Rate,Hotel_Cost,Food_Cost,Total_Cost,Request Start Date
2140,4449,1,X33,deluxe_room,business,3,2,Dr. Lavenia Conroy MD,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-01-27
2141,4450,3,S107,conference_room_small,conference,15,19,Miss Vickie DuBuque,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-02
2141,4451,3,S108,conference_room_small,conference,15,19,Miss Vickie DuBuque,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-02
2142,4452,3,S94,conference_room_small,party,15,38,Quinn Bins,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-09
2142,4453,3,S103,conference_room_small,party,15,38,Quinn Bins,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-09
2142,4454,3,S104,conference_room_small,party,15,38,Quinn Bins,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-09
2143,4455,5,L33,conference_room_large,wedding,50,47,Crista O'Keefe,NULL,NULL,NULL,NULL,7,150,1050,0,1050,2016-01-13
2144,4456,5,L5,conference_room_large,wedding,50,74,Syreeta Stiedemann,10,surf 'n turf,1,23:06:00,3,150,450,17,467,2016-03-04
2144,4456,5,L5,conference_room_large,wedding,50,74,Syreeta Stiedemann,14,coffee,1,19:58:00,3,150,450,3,453,2016-03-04
2144,4457,5,L8,conference_room_large,wedding,50,74,Syreeta Stiedemann,14,coffee,1,03:52:00,3,150,450,3,453,2016-03-04
2145,4458,2,D34,double_room,business,3,3,Michaela Hegmann,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-03-23
2146,4459,3,S98,conference_room_small,wedding,15,49,Lorrie Kemmer,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-03-02
2146,4460,3,S99,conference_room_small,wedding,15,49,Lorrie Kemmer,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-03-02
2146,4461,3,S102,conference_room_small,wedding,15,49,Lorrie Kemmer,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-03-02
2146,4462,3,S105,conference_room_small,wedding,15,49,Lorrie Kemmer,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-03-02
2147,4463,1,X32,deluxe_room,business,3,4,Jaeden Weber PhD,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-02-06
2147,4464,1,X33,deluxe_room,business,3,4,Jaeden Weber PhD,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-02-06
2148,4465,3,S47,conference_room_small,party,15,47,Reid Jacobs,5,french-breakfast,1,22:11:00,8,80,640,7,647,2016-02-20
2148,4466,3,S48,conference_room_small,party,15,47,Reid Jacobs,3,wine,1,01:27:00,8,80,640,3.5,643.5,2016-02-20
2148,4467,3,S49,conference_room_small,party,15,47,Reid Jacobs,10,surf 'n turf,3,02:42:00,8,80,640,51,691,2016-02-20
2148,4468,3,S50,conference_room_small,party,15,47,Reid Jacobs,0,water,2,11:12:00,8,80,640,5,645,2016-02-20
2148,4468,3,S50,conference_room_small,party,15,47,Reid Jacobs,4,simple-breakfast,4,09:08:00,8,80,640,20,660,2016-02-20
2148,4468,3,S50,conference_room_small,party,15,47,Reid Jacobs,12,spareribs,2,19:12:00,8,80,640,34,674,2016-02-20
2149,4469,3,S110,conference_room_small,wedding,15,18,Mrs. Serenity Kuhlman DDS,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-03-29
2149,4470,3,S111,conference_room_small,wedding,15,18,Mrs. Serenity Kuhlman DDS,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-03-29
2150,4471,2,D19,double_room,business,3,2,Lavada Schaden DDS,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-02-21
2151,4472,4,N75,normal_room,holiday,1,4,Dr. Gurney Daugherty,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-02-15
2151,4473,4,N76,normal_room,holiday,1,4,Dr. Gurney Daugherty,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-02-15
2151,4474,4,N77,normal_room,holiday,1,4,Dr. Gurney Daugherty,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-02-15
2151,4475,4,N89,normal_room,holiday,1,4,Dr. Gurney Daugherty,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-02-15
2152,4476,5,L31,conference_room_large,conference,50,22,Nicki Veum,5,french-breakfast,5,16:54:00,10,150,1500,35,1535,2016-01-19
2152,4476,5,L31,conference_room_large,conference,50,22,Nicki Veum,11,vegetarian lasagna,2,00:09:00,10,150,1500,32,1532,2016-01-19
2152,4476,5,L31,conference_room_large,conference,50,22,Nicki Veum,11,vegetarian lasagna,2,14:35:00,10,150,1500,32,1532,2016-01-19
2152,4476,5,L31,conference_room_large,conference,50,22,Nicki Veum,15,tea,5,13:06:00,10,150,1500,12.5,1512.5,2016-01-19
2153,NULL,NULL,NULL,NULL,conference,NULL,40,Erline Dietrich,NULL,NULL,NULL,NULL,4,NULL,NULL,0,NULL,2016-01-18
2154,4477,1,X19,deluxe_room,business,3,2,Rosalyn Brekke,NULL,NULL,NULL,NULL,5,150,750,0,750,2016-03-16
2155,4478,3,S53,conference_room_small,conference,15,27,Shanika Macejkovic,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-15
2155,4479,3,S67,conference_room_small,conference,15,27,Shanika Macejkovic,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-15
2156,4480,2,D29,double_room,holiday,3,5,Yaretzi Roberts,NULL,NULL,NULL,NULL,8,100,800,0,800,2016-01-02
2156,4481,2,D30,double_room,holiday,3,5,Yaretzi Roberts,NULL,NULL,NULL,NULL,8,100,800,0,800,2016-01-02
2157,4482,3,S55,conference_room_small,party,15,40,Reggie McGlynn,1,soft-drink,3,05:01:00,20,80,1600,9,1609,2016-03-02
2157,4483,3,S56,conference_room_small,party,15,40,Reggie McGlynn,11,vegetarian lasagna,1,12:46:00,20,80,1600,16,1616,2016-03-02
2157,4484,3,S57,conference_room_small,party,15,40,Reggie McGlynn,0,water,3,09:32:00,20,80,1600,7.5,1607.5,2016-03-02
2157,4484,3,S57,conference_room_small,party,15,40,Reggie McGlynn,2,beer,1,08:53:00,20,80,1600,3.5,1603.5,2016-03-02
2157,4484,3,S57,conference_room_small,party,15,40,Reggie McGlynn,7,simple-lunch,5,01:55:00,20,80,1600,25,1625,2016-03-02
2157,4484,3,S57,conference_room_small,party,15,40,Reggie McGlynn,11,vegetarian lasagna,3,04:44:00,20,80,1600,48,1648,2016-03-02
2158,4485,5,L25,conference_room_large,wedding,50,48,Dr. Erick McLaughlin,6,deluxe-breakfast,1,06:53:00,7,150,1050,12,1062,2016-01-14
2158,4485,5,L25,conference_room_large,wedding,50,48,Dr. Erick McLaughlin,14,coffee,5,16:48:00,7,150,1050,15,1065,2016-01-14
2159,4486,4,N134,normal_room,holiday,1,7,Dr. Valentine Hegmann MD,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-25
2159,4487,4,N135,normal_room,holiday,1,7,Dr. Valentine Hegmann MD,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-25
2159,4488,4,N138,normal_room,holiday,1,7,Dr. Valentine Hegmann MD,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-25
2159,4489,4,N139,normal_room,holiday,1,7,Dr. Valentine Hegmann MD,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-25
2159,4490,4,N140,normal_room,holiday,1,7,Dr. Valentine Hegmann MD,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-25
2159,4491,4,N141,normal_room,holiday,1,7,Dr. Valentine Hegmann MD,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-25
2159,4492,4,N148,normal_room,holiday,1,7,Dr. Valentine Hegmann MD,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-25
2160,4493,5,L22,conference_room_large,party,50,67,Clella Torphy,0,water,1,07:30:00,7,150,1050,2.5,1052.5,2016-01-26
2160,4493,5,L22,conference_room_large,party,50,67,Clella Torphy,9,steak 'n stuff,5,18:33:00,7,150,1050,90,1140,2016-01-26
2160,4493,5,L22,conference_room_large,party,50,67,Clella Torphy,15,tea,5,13:32:00,7,150,1050,12.5,1062.5,2016-01-26
2160,4494,5,L23,conference_room_large,party,50,67,Clella Torphy,NULL,NULL,NULL,NULL,7,150,1050,0,1050,2016-01-26
2161,4495,1,X15,deluxe_room,business,3,4,Dr. Tyreek Welch,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-03-21
2161,4496,1,X19,deluxe_room,business,3,4,Dr. Tyreek Welch,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-03-21
2162,4497,3,S17,conference_room_small,wedding,15,53,Mr. Lim Bailey,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-02-16
2162,4498,3,S18,conference_room_small,wedding,15,53,Mr. Lim Bailey,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-02-16
2162,4499,3,S19,conference_room_small,wedding,15,53,Mr. Lim Bailey,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-02-16
2162,4500,3,S95,conference_room_small,wedding,15,53,Mr. Lim Bailey,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-02-16
2163,4501,1,X29,deluxe_room,holiday,3,3,Ms. Jaslene Goodwin DVM,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-03-03
2164,4502,5,L5,conference_room_large,party,50,63,Miss Linsey Welch,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-02-20
2164,4503,5,L17,conference_room_large,party,50,63,Miss Linsey Welch,15,tea,2,03:36:00,2,150,300,5,305,2016-02-20
2165,4504,3,S77,conference_room_small,conference,15,19,Art Flatley,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-16
2165,4505,3,S78,conference_room_small,conference,15,19,Art Flatley,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-16
2166,NULL,NULL,NULL,NULL,holiday,NULL,4,Kason Harvey,NULL,NULL,NULL,NULL,1,NULL,NULL,0,NULL,2016-03-23
2167,4506,1,X43,deluxe_room,holiday,3,2,Mrs. Caitlynn Mayer,NULL,NULL,NULL,NULL,4,150,600,0,600,2016-01-19
2168,4507,1,X23,deluxe_room,holiday,3,3,Paxton Collier,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-02-07
2169,4508,5,L20,conference_room_large,conference,50,48,Marcelina Gorczany,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-02-25
2170,4509,2,D15,double_room,business,3,1,Kristal Abernathy,NULL,NULL,NULL,NULL,2,100,200,0,200,2016-01-09
2171,4510,2,D11,double_room,holiday,3,4,Collis Kulas,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-02-26
2171,4511,2,D25,double_room,holiday,3,4,Collis Kulas,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-02-26
2172,4512,1,X32,deluxe_room,holiday,3,6,Adron Schaefer,NULL,NULL,NULL,NULL,5,150,750,0,750,2016-03-23
2172,4513,1,X33,deluxe_room,holiday,3,6,Adron Schaefer,NULL,NULL,NULL,NULL,5,150,750,0,750,2016-03-23
2173,4514,3,S17,conference_room_small,conference,15,37,Edmon Yost,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-12
2173,4515,3,S28,conference_room_small,conference,15,37,Edmon Yost,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-12
2173,4516,3,S31,conference_room_small,conference,15,37,Edmon Yost,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-12
2174,NULL,NULL,NULL,NULL,business,NULL,5,Elza Macejkovic,NULL,NULL,NULL,NULL,16,NULL,NULL,0,NULL,2016-03-14
2175,4517,2,D42,double_room,holiday,3,2,Mrs. Farrah Morar,NULL,NULL,NULL,NULL,2,100,200,0,200,2016-01-25
2176,4518,5,L21,conference_room_large,conference,50,23,Marilou Greenholt,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-03-30
2177,4519,3,S36,conference_room_small,conference,15,30,Aidyn Spinka,4,simple-breakfast,1,10:12:00,4,80,320,5,325,2016-02-15
2177,4520,3,S37,conference_room_small,conference,15,30,Aidyn Spinka,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-02-15
2178,4521,3,S72,conference_room_small,conference,15,27,Malcom Kassulke,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-13
2178,4522,3,S73,conference_room_small,conference,15,27,Malcom Kassulke,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-01-13
2179,4523,1,X28,deluxe_room,holiday,3,1,Lucious Monahan IV,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-01-17
2180,4524,1,X16,deluxe_room,business,3,2,Rondal King,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-03-30
2181,4525,4,N64,normal_room,business,1,2,Ivan Torphy,13,super soup,2,11:29:00,7,80,560,28,588,2016-01-28
2181,4526,4,N65,normal_room,business,1,2,Ivan Torphy,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-01-28
2182,4527,3,S100,conference_room_small,wedding,15,63,Shanell Treutel,4,simple-breakfast,2,08:11:00,4,80,320,10,330,2016-03-22
2182,4528,3,S101,conference_room_small,wedding,15,63,Shanell Treutel,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-03-22
2182,4529,3,S102,conference_room_small,wedding,15,63,Shanell Treutel,9,steak 'n stuff,2,16:15:00,4,80,320,36,356,2016-03-22
2182,4530,3,S103,conference_room_small,wedding,15,63,Shanell Treutel,3,wine,4,20:47:00,4,80,320,14,334,2016-03-22
2182,4531,3,S104,conference_room_small,wedding,15,63,Shanell Treutel,11,vegetarian lasagna,4,01:05:00,4,80,320,64,384,2016-03-22
2183,4532,1,X32,deluxe_room,holiday,3,1,Mrs. Jayme Cummerata PhD,NULL,NULL,NULL,NULL,4,150,600,0,600,2016-01-05
2184,NULL,NULL,NULL,NULL,holiday,NULL,3,Chyna Crooks,NULL,NULL,NULL,NULL,9,NULL,NULL,0,NULL,2016-02-25
2185,4533,1,X33,deluxe_room,holiday,3,3,Averie Towne DDS,NULL,NULL,NULL,NULL,2,150,300,0,300,2016-03-08
2186,4534,4,N46,normal_room,business,1,1,Queenie Kuhn,NULL,NULL,NULL,NULL,7,80,560,0,560,2016-01-13
2187,4535,1,X31,deluxe_room,holiday,3,3,Alyce Gorczany,NULL,NULL,NULL,NULL,4,150,600,0,600,2016-01-13
2188,4536,4,N47,normal_room,business,1,2,Kaiden McGlynn II,NULL,NULL,NULL,NULL,5,80,400,0,400,2016-01-13
2188,4537,4,N54,normal_room,business,1,2,Kaiden McGlynn II,NULL,NULL,NULL,NULL,5,80,400,0,400,2016-01-13
2189,4538,4,N69,normal_room,business,1,1,Coley Powlowski I,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-03-30
2190,4539,2,D14,double_room,holiday,3,6,Vlasta Fadel,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-03-27
2190,4540,2,D16,double_room,holiday,3,6,Vlasta Fadel,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-03-27
2191,4541,2,D3,double_room,business,3,2,Gussie Boehm,NULL,NULL,NULL,NULL,1,100,100,0,100,2016-02-12
2192,4542,3,S36,conference_room_small,wedding,15,32,Unique Gibson,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-23
2192,4543,3,S37,conference_room_small,wedding,15,32,Unique Gibson,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-23
2192,4544,3,S38,conference_room_small,wedding,15,32,Unique Gibson,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-23
2193,4545,5,L31,conference_room_large,party,50,34,Garnet Rath,5,french-breakfast,3,10:21:00,12,150,1800,21,1821,2016-03-12
2193,4545,5,L31,conference_room_large,party,50,34,Garnet Rath,5,french-breakfast,5,16:24:00,12,150,1800,35,1835,2016-03-12
2193,4545,5,L31,conference_room_large,party,50,34,Garnet Rath,6,deluxe-breakfast,3,12:36:00,12,150,1800,36,1836,2016-03-12
2194,4546,5,L21,conference_room_large,conference,50,13,Jazmine Ankunding DVM,2,beer,5,11:28:00,4,150,600,17.5,617.5,2016-02-24
2195,4547,1,X32,deluxe_room,holiday,3,5,Jarett Effertz,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-03-28
2195,4548,1,X33,deluxe_room,holiday,3,5,Jarett Effertz,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-03-28
2196,4549,3,S21,conference_room_small,party,15,54,Dr. Cannon Kunze,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-02-02
2196,4550,3,S22,conference_room_small,party,15,54,Dr. Cannon Kunze,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-02-02
2196,4551,3,S23,conference_room_small,party,15,54,Dr. Cannon Kunze,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-02-02
2196,4552,3,S31,conference_room_small,party,15,54,Dr. Cannon Kunze,NULL,NULL,NULL,NULL,3,80,240,0,240,2016-02-02
2197,4553,1,X13,deluxe_room,business,3,2,Mr. Emett Pfannerstill Sr.,NULL,NULL,NULL,NULL,5,150,750,0,750,2016-01-04
2198,4554,1,X6,deluxe_room,business,3,4,Mrs. Jann Lemke,NULL,NULL,NULL,NULL,5,150,750,0,750,2016-03-11
2198,4555,1,X9,deluxe_room,business,3,4,Mrs. Jann Lemke,NULL,NULL,NULL,NULL,5,150,750,0,750,2016-03-11
2199,4556,3,S3,conference_room_small,conference,15,19,Omar Kilback IV,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-02-12
2199,4557,3,S4,conference_room_small,conference,15,19,Omar Kilback IV,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-02-12
2200,4558,5,L16,conference_room_large,party,50,91,Bernardine Gorczany,8,deluxe-lunch,2,16:29:00,2,150,300,20,320,2016-03-20
2200,4558,5,L16,conference_room_large,party,50,91,Bernardine Gorczany,10,surf 'n turf,2,04:14:00,2,150,300,34,334,2016-03-20
2200,4559,5,L23,conference_room_large,party,50,91,Bernardine Gorczany,10,surf 'n turf,3,13:48:00,2,150,300,51,351,2016-03-20
2201,4560,1,X44,deluxe_room,business,3,1,Thelma Kunze,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-01-18
2202,4561,3,S39,conference_room_small,wedding,15,24,Clemon Bartell,NULL,NULL,NULL,NULL,5,80,400,0,400,2016-01-22
2202,4562,3,S40,conference_room_small,wedding,15,24,Clemon Bartell,14,coffee,4,09:06:00,5,80,400,12,412,2016-01-22
2203,4563,4,N72,normal_room,business,1,2,Kris Bruen,0,water,5,21:41:00,11,80,880,12.5,892.5,2016-01-11
2203,4564,4,N73,normal_room,business,1,2,Kris Bruen,NULL,NULL,NULL,NULL,11,80,880,0,880,2016-01-11
2204,4565,5,L32,conference_room_large,wedding,50,32,Encarnacion Gusikowski,2,beer,2,01:01:00,9,150,1350,7,1357,2016-01-19
2204,4565,5,L32,conference_room_large,wedding,50,32,Encarnacion Gusikowski,12,spareribs,4,03:28:00,9,150,1350,68,1418,2016-01-19
2205,4566,2,D6,double_room,business,3,6,Bettyjane Littel DDS,NULL,NULL,NULL,NULL,1,100,100,0,100,2016-02-11
2205,4567,2,D10,double_room,business,3,6,Bettyjane Littel DDS,NULL,NULL,NULL,NULL,1,100,100,0,100,2016-02-11
2206,4568,1,X37,deluxe_room,business,3,3,Simone Considine,NULL,NULL,NULL,NULL,5,150,750,0,750,2016-03-08
2207,4569,5,L6,conference_room_large,conference,50,23,Dr. Demario Graham,4,simple-breakfast,4,04:15:00,5,150,750,20,770,2016-03-11
2207,4569,5,L6,conference_room_large,conference,50,23,Dr. Demario Graham,7,simple-lunch,1,09:18:00,5,150,750,5,755,2016-03-11
2207,4569,5,L6,conference_room_large,conference,50,23,Dr. Demario Graham,11,vegetarian lasagna,2,01:34:00,5,150,750,32,782,2016-03-11
2207,4569,5,L6,conference_room_large,conference,50,23,Dr. Demario Graham,11,vegetarian lasagna,2,13:28:00,5,150,750,32,782,2016-03-11
2207,4569,5,L6,conference_room_large,conference,50,23,Dr. Demario Graham,13,super soup,1,04:35:00,5,150,750,14,764,2016-03-11
2208,4570,2,D25,double_room,business,3,6,Demonte Sauer,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-02-29
2208,4571,2,D28,double_room,business,3,6,Demonte Sauer,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-02-29
2209,4572,1,X19,deluxe_room,holiday,3,4,Magan DuBuque,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-01-09
2209,4573,1,X20,deluxe_room,holiday,3,4,Magan DuBuque,NULL,NULL,NULL,NULL,3,150,450,0,450,2016-01-09
2210,4574,5,L13,conference_room_large,party,50,52,Veda Bailey,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-01-11
2210,4575,5,L57,conference_room_large,party,50,52,Veda Bailey,4,simple-breakfast,3,15:34:00,1,150,150,15,165,2016-01-11
2211,4576,3,S58,conference_room_small,conference,15,18,Mr. Jaymes Schamberger MD,15,tea,1,14:58:00,5,80,400,2.5,402.5,2016-03-07
2211,4577,3,S59,conference_room_small,conference,15,18,Mr. Jaymes Schamberger MD,NULL,NULL,NULL,NULL,5,80,400,0,400,2016-03-07
2212,4578,1,X34,deluxe_room,holiday,3,9,Miss Maryam Kshlerin DDS,NULL,NULL,NULL,NULL,5,150,750,0,750,2016-03-21
2212,4579,1,X35,deluxe_room,holiday,3,9,Miss Maryam Kshlerin DDS,NULL,NULL,NULL,NULL,5,150,750,0,750,2016-03-21
2212,4580,1,X36,deluxe_room,holiday,3,9,Miss Maryam Kshlerin DDS,NULL,NULL,NULL,NULL,5,150,750,0,750,2016-03-21
2213,4581,4,N47,normal_room,holiday,1,2,Colonel Raynor Jr.,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-01-27
2213,4582,4,N48,normal_room,holiday,1,2,Colonel Raynor Jr.,NULL,NULL,NULL,NULL,1,80,80,0,80,2016-01-27
2214,4583,2,D36,double_room,holiday,3,4,Mr. Merwin Stracke,NULL,NULL,NULL,NULL,9,100,900,0,900,2016-01-26
2214,4584,2,D37,double_room,holiday,3,4,Mr. Merwin Stracke,NULL,NULL,NULL,NULL,9,100,900,0,900,2016-01-26
2215,4585,4,N66,normal_room,holiday,1,1,Estes Schmitt IV,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-30
2216,4586,5,L32,conference_room_large,party,50,55,Mr. Duwayne Reilly,0,water,4,04:51:00,6,150,900,10,910,2016-03-02
2216,4586,5,L32,conference_room_large,party,50,55,Mr. Duwayne Reilly,2,beer,3,00:09:00,6,150,900,10.5,910.5,2016-03-02
2216,4586,5,L32,conference_room_large,party,50,55,Mr. Duwayne Reilly,9,steak 'n stuff,5,17:55:00,6,150,900,90,990,2016-03-02
2216,4587,5,L33,conference_room_large,party,50,55,Mr. Duwayne Reilly,1,soft-drink,4,19:52:00,6,150,900,12,912,2016-03-02
2216,4587,5,L33,conference_room_large,party,50,55,Mr. Duwayne Reilly,5,french-breakfast,2,17:21:00,6,150,900,14,914,2016-03-02
2216,4587,5,L33,conference_room_large,party,50,55,Mr. Duwayne Reilly,12,spareribs,4,15:55:00,6,150,900,68,968,2016-03-02
2216,4587,5,L33,conference_room_large,party,50,55,Mr. Duwayne Reilly,13,super soup,2,15:34:00,6,150,900,28,928,2016-03-02
2217,4588,4,N60,normal_room,business,1,4,Bryon Stark,NULL,NULL,NULL,NULL,12,80,960,0,960,2016-01-01
2217,4589,4,N61,normal_room,business,1,4,Bryon Stark,NULL,NULL,NULL,NULL,12,80,960,0,960,2016-01-01
2217,4590,4,N62,normal_room,business,1,4,Bryon Stark,NULL,NULL,NULL,NULL,12,80,960,0,960,2016-01-01
2217,4591,4,N63,normal_room,business,1,4,Bryon Stark,15,tea,3,11:04:00,12,80,960,7.5,967.5,2016-01-01
2218,4592,5,L35,conference_room_large,party,50,60,Ethelyn Mitchell,10,surf 'n turf,5,08:54:00,4,150,600,85,685,2016-03-15
2218,4592,5,L35,conference_room_large,party,50,60,Ethelyn Mitchell,14,coffee,1,13:49:00,4,150,600,3,603,2016-03-15
2218,4593,5,L36,conference_room_large,party,50,60,Ethelyn Mitchell,4,simple-breakfast,4,18:43:00,4,150,600,20,620,2016-03-15
2218,4593,5,L36,conference_room_large,party,50,60,Ethelyn Mitchell,14,coffee,1,07:26:00,4,150,600,3,603,2016-03-15
2219,4594,2,D35,double_room,business,3,4,Darrick Harris DDS,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-03-23
2219,4595,2,D36,double_room,business,3,4,Darrick Harris DDS,NULL,NULL,NULL,NULL,4,100,400,0,400,2016-03-23
2220,4596,2,D8,double_room,holiday,3,4,Mrs. Shelbi Gleichner,NULL,NULL,NULL,NULL,5,100,500,0,500,2016-01-14
2220,4597,2,D10,double_room,holiday,3,4,Mrs. Shelbi Gleichner,NULL,NULL,NULL,NULL,5,100,500,0,500,2016-01-14
2221,4598,4,N25,normal_room,holiday,1,2,Daisey Sauer,5,french-breakfast,1,22:04:00,13,80,1040,7,1047,2016-01-22
2221,4599,4,N26,normal_room,holiday,1,2,Daisey Sauer,NULL,NULL,NULL,NULL,13,80,1040,0,1040,2016-01-22
2222,4600,3,S39,conference_room_small,party,15,44,Patricia Olson,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-01-02
2222,4601,3,S40,conference_room_small,party,15,44,Patricia Olson,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-01-02
2222,4602,3,S41,conference_room_small,party,15,44,Patricia Olson,NULL,NULL,NULL,NULL,4,80,320,0,320,2016-01-02
2223,4603,3,S12,conference_room_small,wedding,15,24,Mariano Casper PhD,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-02-01
2223,4604,3,S13,conference_room_small,wedding,15,24,Mariano Casper PhD,9,steak 'n stuff,1,07:53:00,2,80,160,18,178,2016-02-01
2224,4605,2,D18,double_room,business,3,3,Dr. Beckett Adams II,NULL,NULL,NULL,NULL,2,100,200,0,200,2016-01-08
2225,4606,1,X14,deluxe_room,holiday,3,3,Ryan Pfeffer,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-01-04
2226,4607,3,S27,conference_room_small,wedding,15,48,Roxie Cole,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-24
2226,4608,3,S28,conference_room_small,wedding,15,48,Roxie Cole,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-24
2226,4609,3,S31,conference_room_small,wedding,15,48,Roxie Cole,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-24
2226,4610,3,S32,conference_room_small,wedding,15,48,Roxie Cole,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-01-24
2227,4611,3,S17,conference_room_small,party,15,52,Chaney Jones DVM,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-02-02
2227,4612,3,S48,conference_room_small,party,15,52,Chaney Jones DVM,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-02-02
2227,4613,3,S49,conference_room_small,party,15,52,Chaney Jones DVM,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-02-02
2227,4614,3,S50,conference_room_small,party,15,52,Chaney Jones DVM,NULL,NULL,NULL,NULL,2,80,160,0,160,2016-02-02
2228,4615,1,X17,deluxe_room,business,3,1,Kierra Bauch,NULL,NULL,NULL,NULL,1,150,150,0,150,2016-02-26
2229,4616,2,D28,double_room,business,3,1,Tanner Mitchell,11,vegetarian lasagna,5,16:06:00,12,100,1200,80,1280,2016-02-02
2230,4617,2,D34,double_room,holiday,3,2,Don Runte,NULL,NULL,NULL,NULL,3,100,300,0,300,2016-02-25
2231,4618,2,D31,double_room,business,3,2,Mrs. Ashleigh Gusikowski PhD,NULL,NULL,NULL,NULL,1,100,100,0,100,2016-01-28
